Old Ward Code,New ward code,Ward,Borough,lifespan,Population - 2015,Children aged 0-15 - 2015,Working-age (16-64) - 2015,Older people aged 65+ - 2015,% All Children aged 0-15 - 2015,% All Working-age (16-64) - 2015,% All Older people aged 65+ - 2015,Mean Age - 2013,Median Age - 2013,Area - Square Kilometres,Population density (persons per sq km) - 2013,% BAME - 2011,% Not Born in UK - 2011,% English is First Language of no one in household - 2011,General Fertility Rate - 2013,Male life expectancy -2009-13,Female life expectancy -2009-13,"Rate of All Ambulance Incidents per 1,000 population - 2014",Rates of ambulance call outs for alcohol related illness - 2014,Number Killed or Seriously Injured on the roads - 2014,In employment (16-64) - 2011,Employment rate (16-64) - 2011,Rate of new registrations of migrant workers - 2011/12,Median House Price (£) - 2014,Number of properties sold - 2014,Median Household income estimate (2012/13),Number of Household spaces - 2011,% detached houses - 2011,% semi-detached houses - 2011,% terraced houses - 2011,"% Flat, maisonette or apartment - 2011",% Households Owned - 2011,% Households Social Rented - 2011,% Households Private Rented - 2011,% dwellings in council tax bands A or B - 2015,"% dwellings in council tax bands C, D or E - 2015","% dwellings in council tax bands F, G or H - 2015",Claimant rate of key out-of-work benefits (working age client group) (2014),Claimant Rate of Housing Benefit (2015),Claimant Rate of Employment Support Allowance - 2014,Rate of JobSeekers Allowance (JSA) Claimants - 2015,% dependent children (0-18) in out-of-work households - 2014,% of households with no adults in employment with dependent children - 2011,% of lone parents not in employment - 2011,(ID2010) - Rank of average score (within London) - 2010,(ID2010) % of LSOAs in worst 50% nationally - 2010,Average GCSE capped point scores - 2014,Unauthorised Absence in All Schools (%) - 2013,% with no qualifications - 2011,% with Level 4 qualifications and above - 2011,A-Level Average Point Score Per Student - 2013/14,A-Level Average Point Score Per Entry; 2013/14,Crime rate - 2014/15,Violence against the person rate - 2014/15,Deliberate Fires - 2013,% area that is open space - 2014,Cars per household - 2011,Average Public Transport Accessibility score - 2014,% travel by bicycle to work - 2011,Turnout at Mayoral election - 2012
00BCGD,E05000500,Clayhall,Redbridge,84.4,13600,2650,8850,2100,19.5,65.1,15.4,37.9,36,2.5,5480,71,38.8,10.9,51.6,83,85.6,103.8,0.4,1,5723,67.8,23,390000,132,41450,4181,7.2,48.7,30.4,13.6,80.8,4.9,13,4.6,69,26.3,7.4,3.7,2.1,1.3,4.4,3.2,40.8,501,12.5,372.2,0.8,17,34,778.5,220.4,54,12.2,0.2,22,1.4,2.3,0.6,41.3
00BCGE,E05000501,Clementswood,Redbridge,81.3,16950,4750,10950,1250,27.9,64.7,7.4,30.7,29,1.3,12423.1,84.2,55.6,25.1,91,79,83.6,173.9,2,5,5459,56.5,115.3,235000,141,30230,4586,7.7,12.4,45,34.9,45.4,10.7,41,19.7,80,0.2,14.2,11.4,3.9,3.3,15.5,10.8,64.9,183,100,330.5,1.5,18.6,32.4,617.5,207,136.7,43.1,0.8,7.1,0.8,3.4,0.6,27.6
00BCGF,E05000502,Cranbrook,Redbridge,81.1,13300,2900,8700,1700,21.6,65.6,12.7,36.1,33,2.4,5562.5,75.4,44.5,15.1,77.1,79.9,82.5,114.6,0.3,4,5349,62.8,55,367500,102,38290,4121,3.5,27.8,39.7,28.9,68.3,5.3,25,14.8,70.8,14.4,9.1,6.1,3.2,1.9,9.2,4.9,46.8,433,50,355.1,1.4,17.6,37.2,659.1,204.3,73,18.7,0.2,39.9,1.2,3.8,0.9,31.8
00BCGG,E05000503,Fairlop,Redbridge,82.1,12900,2700,8450,1800,20.8,65.2,13.9,37.2,36,3.6,3611.1,34.9,25.1,8.2,78.2,79.6,84.3,106.8,0.4,1,5906,70.8,27.7,310000,218,37560,5094,7.4,28.8,37.7,26.2,69.7,9.7,18.4,9.9,77.9,12.2,10.5,7.8,3.6,1.9,11.4,5.4,48.7,403,57.1,324.3,1,21.2,25.5,647.3,209.4,57.7,20.7,0.5,48.4,1.2,2.8,0.6,34.8
00BCGH,E05000504,Fullwell,Redbridge,84.5,13150,2750,8350,2100,20.9,63.3,15.8,38.2,37,2.2,6045.5,48.5,29.6,8,71.7,84,85.1,118.4,0.4,2,5407,66.7,26.5,339497.5,168,35690,4882,7.6,43.7,21.9,26.8,68.8,14.9,14.5,15.1,76.8,8.1,11.9,9.3,3.9,2.2,13.3,6.2,49.1,379,50,333,0.9,23.4,26.5,731.8,214,55.4,16.7,0.2,23.7,1.2,2.4,0.8,33.4
00BCGJ,E05000505,Goodmayes,Redbridge,81.1,13400,3400,8900,1150,25.3,66.2,8.5,32.7,31,1.6,8437.5,75.2,46.3,18.5,84.9,78.8,84,113.2,0.6,2,5407,61,69.4,307000,117,33820,4242,6.3,22.1,42.2,29.3,57.3,8.5,32.1,17.8,81.3,0.9,13.6,10.7,4.4,3,16,8.2,52.7,301,100,318.7,1.2,18.1,31.4,661.2,213.5,70.3,21.7,0.5,27.7,1,3.7,0.8,29.1
00BCGK,E05000506,Hainault,Redbridge,80,13550,3050,8600,1900,22.7,63.3,14.1,36.7,36,5.6,2410.7,29.8,22.2,7.4,64.8,77.5,82.3,119.2,0.4,1,5304,65.1,22.4,249999,192,31520,5398,4.2,34.8,38.7,22,57.9,27.3,12.3,17,81.5,1.5,17.2,14.2,6.7,2.9,19.5,7.8,49.5,204,100,304.6,1.5,28.9,20.4,616.3,200,60.4,21.4,0.8,62.6,1,2.4,1,23.5
00BCGL,E05000507,Loxford,Redbridge,78.8,17700,5150,11300,1200,29.2,63.9,6.9,30.2,28,1.3,13423.1,83.5,53.2,23.7,94.6,76.4,81.3,144.7,0.5,2,5618,53.5,96.1,193000,179,28500,5223,8.9,12.2,42.8,36,41.1,22.8,32.7,16.3,83.7,0,14.9,16.6,4.8,4.1,20.4,15.3,66.8,195,100,339.7,1.6,20.1,31.1,642.4,208.7,86.2,28.5,0.5,16.8,0.7,3.4,0.7,29.6
00BCGM,E05000508,Mayfield,Redbridge,82.4,13950,3400,8900,1650,24.4,63.8,11.8,34.6,32,1.9,7394.7,73.3,41.1,13.5,88.7,81.2,83.4,99.3,0.4,1,5561,63.5,52.3,305000,134,35630,4346,10.8,26.6,47.3,15.3,71.7,7.6,18.8,6.1,83.4,10.5,10.6,7.7,3.7,2.3,11.3,6.2,42.9,399,85.7,338.6,1.3,20.5,29.9,687.9,211.8,52.5,15.8,0.4,14.3,1.2,2.7,0.9,32
00BCGN,E05000509,Monkhams,Redbridge,83.1,10650,1750,6550,2300,16.5,61.7,21.8,43,44,3.1,3451.6,21.1,18.8,3.8,60,82.1,84,96.5,0.5,1,4950,76.2,8.5,499747.5,198,48780,4430,28.4,27.3,11.9,32.1,81.4,4.4,12.5,4.7,43.4,51.9,5.7,3.2,1.5,0.8,4.2,1.2,26.3,586,14.3,369.8,0.5,15,41.6,669.5,208.5,48.1,9,0.4,31,1.4,2.6,1.5,41
00BCGP,E05000510,Newbury,Redbridge,84.1,17450,4350,11400,1700,24.8,65.4,9.8,33.3,31,2.1,8309.5,77.2,47.5,17.6,67.6,80.9,87.4,91.6,0.3,2,6931,63.2,52.5,315000,115,35550,5376,4.5,17.8,48.2,29.3,60.9,10,26.4,10.8,88.3,0.9,11.1,9.2,3.3,2.3,10.6,7,47.5,371,62.5,347.6,0.8,17.4,33.4,725.2,217,54.9,15,0.2,21.4,1.1,3.1,0.8,33.5
00BCGQ,E05000511,Roding,Redbridge,83.3,12550,2900,8250,1400,23.3,65.8,11,35.3,35,2.3,5434.8,37.2,28.2,8.7,63.5,81.5,85,77.2,0.2,3,5951,73.8,21.6,302500,254,41040,4808,2.8,31.1,27.2,38.9,64.1,15.9,18.7,17.8,76.7,5.5,9.1,8,3,1.9,10.3,4.4,39.4,397,42.9,330.1,1.1,15.9,37,657.1,211.1,50.3,12.8,0.4,35.7,1.1,2.5,1.6,34
00BCGR,E05000512,Seven Kings,Redbridge,81.6,16950,4200,11200,1550,24.9,66.1,9,32.9,31,2.1,7809.5,76.7,47.6,19.3,84.7,79.9,83.5,139.3,0.8,1,6066,60.1,74.1,294000,126,34480,4864,6.1,20.4,42.9,30.5,57.1,8.2,32.7,21.6,76.6,1.8,13.1,10,3.7,2.9,12.8,8.3,59.8,328,100,332.2,1.1,18.4,31.7,649.3,206.8,87.3,29.4,0.6,21.4,1,3.1,0.8,30.3
00BCGS,E05000513,Snaresbrook,Redbridge,82.7,12100,2150,7900,2050,17.8,65.4,16.8,40.3,38,2,6100,30.2,27.2,6.5,62.6,79.8,85,132.8,0.3,2,6214,78.1,20.8,361392.5,254,45160,5599,7.3,19.8,16.5,56.3,62.1,11.8,24.4,13.8,61.9,24.3,6.2,6.5,2.5,0.9,5.8,1.8,34.8,489,28.6,370.9,0.7,14.9,50.1,696.4,205.3,51.8,10.9,0.3,12.6,1,3.6,2.4,40.3
00BCGT,E05000514,Valentines,Redbridge,81.1,15050,3950,9750,1300,26.2,64.9,8.8,32.6,31,1.5,9900,77.6,50.3,21,98.2,78.6,83.6,141.4,1.3,6,5758,60.6,78.2,225000,119,34900,4935,4.7,13.1,31.6,50.5,46.9,8.9,42.2,39.4,57.3,3.4,13.7,13,4.8,3.1,11.9,7.5,53.8,255,87.5,341,1.2,16.6,36.9,721.5,213.8,104.5,31.1,0.8,13.3,0.8,4.5,1.1,28.9
00BCGU,E05000515,Wanstead,Redbridge,83,11700,2350,7450,1950,20,63.5,16.5,39.5,40,5.2,2278.8,30,22.8,5.7,71.6,80,86,91.9,0.2,2,5688,74.5,18.8,460000,141,46370,4702,6.2,31.6,30.4,31.6,71.5,14.3,13.1,9.4,60.9,29.8,6.8,5.9,2.7,1.3,6.5,2.5,31,473,12.5,343.9,1,15.2,45.3,746.1,216.3,71.8,9.2,0.3,66.5,1.1,2.5,3.2,43.5
00BDFW,E05000516,Barnes,Richmond upon Thames,85.3,10500,2100,6750,1700,19.9,64.1,16,39,39,3,3500,14.3,32.2,8.3,55.2,83.4,86.7,89.9,0.6,4,4839,72.3,24.6,1362500,144,55450,4566,6.6,27.1,22.9,43.4,57.5,17.9,22.7,7.1,40.2,52.7,5.8,6.5,2.6,1,6.3,3.1,42.1,582,14.3,327.8,1.1,9.1,57.5,751.5,200.2,55.7,9.6,0.1,54.4,1,3.4,7.6,45.4
00BDFX,E05000517,East Sheen,Richmond upon Thames,86.4,10500,2500,6400,1650,23.6,60.7,15.7,38.2,39,5.8,1810.3,9.3,23.6,5.5,82.4,84.4,88.2,66.7,0.4,6,5108,78.2,14.3,985000,189,56090,4294,11.5,27.2,31.3,29.9,70.2,7.6,21,1.2,38.5,60.4,3.7,3.9,1.7,0.8,2.3,1.9,33.9,614,0,396.2,0.9,6.6,61.6,796.2,224.4,48.7,8.6,0,76.6,1.1,2.6,7.8,51.7
00BDFY,E05000518,Fulwell and Hampton Hill,Richmond upon Thames,82.4,10300,2250,6600,1450,21.8,64.1,14.1,38.1,39,1.9,5421.1,9.9,16.7,4,77.1,80.5,83.9,87.8,0.5,2,5350,79.6,10.6,480000,204,48810,4365,10,24.9,31.4,33.6,71.6,8,19.4,4.2,70.9,24.9,6,5.6,2.6,1.3,5.5,1.6,25.1,599,0,373.7,0.5,10.8,52.8,796,218.8,44.7,11.6,0.4,32.7,1.1,3.2,7,41
00BDFZ,E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,82.8,10550,2000,6700,1900,19,63.2,17.8,40.4,40,9.4,1122.3,15.9,30.5,7.6,62.6,79.3,86.8,117.9,0.9,4,4857,73.4,20,500000,178,44870,4614,10.4,15.3,30.5,43.8,59.7,18.5,19,3.9,71.3,24.8,9,7.7,3.4,1.7,10.4,3.7,42.3,459,16.7,337.5,1,14.1,46,799.3,221.4,56,14,0.9,81.9,1,2.1,7.9,40.3
00BDGA,E05000520,Hampton,Richmond upon Thames,82.7,10250,2050,6300,1850,20.1,61.7,18.2,40.3,41,6.9,1478.3,11.3,16.7,4,69.2,81.8,83.6,111.1,0.8,4,4999,77.2,7.6,599950,169,46750,4329,18,29.2,23.2,27.7,68.2,13.8,15.8,2.3,65.3,32.4,6.5,6.2,2.8,1.4,6.2,2.6,39.1,589,16.7,342.8,0.5,12.5,47.2,791,216.5,49.7,11,0.1,74.7,1.2,2.7,6,41.2
00BDGB,E05000521,Hampton North,Richmond upon Thames,82.6,9600,1850,6100,1650,19.4,63.4,17.2,39.8,40,1.9,5052.6,16.3,20.1,5.4,65.6,79.1,86.1,115.5,0.5,2,4482,73.5,10.2,335000,174,39440,4184,15.9,25.8,30.8,27.4,62.1,22.5,12.4,1.9,80.2,17.8,11.3,10.7,4.9,1.9,13.9,4.1,40.8,474,33.3,310.4,0.8,17.6,36.3,684.9,204.8,47.9,15.8,0.5,28.2,1.2,2.1,5.5,35.3
00BDGC,E05000522,Hampton Wick,Richmond upon Thames,84.4,10550,2150,6900,1450,20.3,65.8,13.9,38.4,39,2.7,3888.9,11.4,20.3,4.5,53,80.9,87.8,98.6,0.7,1,4950,73.1,12.7,455000,217,46760,4719,11.5,17.3,17.6,53.1,62.3,15.1,20.2,5.7,57.5,36.8,6.8,7.5,2.8,1.3,4.5,3,43,573,0,374.4,0.6,10,53.6,824.6,222.9,46.2,10.8,0.1,50,1.1,2.7,6.6,41.4
00BDGD,E05000523,Heathfield,Richmond upon Thames,82.7,10600,2100,6800,1700,19.9,64.1,16,38.2,37,1.9,5552.6,30.4,26.6,8.7,76.7,82.1,83.6,106.6,0.7,2,4752,70.8,21,380500,104,36950,3996,7.5,56.4,10.7,25.5,65.3,21.2,11.4,6.7,77.4,15.9,10.5,9.3,4.5,2.5,12.1,5.4,47.6,465,16.7,324.4,1,20.4,29.8,640.2,197.2,55.3,19,0.5,27.1,1.2,2,3.6,33.1
00BDGE,E05000524,Kew,Richmond upon Thames,86.9,11650,2450,7450,1750,21,63.8,15.2,38.7,39,3.6,3236.1,15.3,30.2,7.6,64.6,84.5,89,87.2,0.3,2,5807,77.1,21.1,630000,183,52130,5221,8.5,20.1,24.3,46.9,60.2,9.9,27.4,1.7,49.8,48.5,5.4,4.8,2,1,5.7,2.4,41.8,592,0,362.8,1,7.5,62,732.1,223.4,56.7,9.3,0.1,56.7,1,2.9,5.7,47.8
00BDGF,E05000525,Mortlake and Barnes Common,Richmond upon Thames,84.7,11100,2600,7100,1400,23.4,63.9,12.7,36.9,37,1.9,5815.8,11.7,25.6,5.2,91.8,82.3,86.7,76.3,0.5,4,5800,77.9,16.8,746500,226,50100,5104,3.5,11,35.7,49.8,58.1,16,24.3,1.6,60,38.5,6.4,8.2,3.2,1.5,8,2.9,39.1,539,14.3,341.8,0.9,9.8,57.6,728.6,215.2,64.1,14.4,0.2,39.1,0.9,3,8.6,44.2
00BDGG,E05000526,North Richmond,Richmond upon Thames,85.9,11050,2200,7250,1600,19.9,65.6,14.5,38.2,37,2.8,3910.7,15.7,28.3,6.8,70.4,83.7,87.6,91.6,0.8,2,5695,78.4,20.4,625625,168,50860,4943,3.1,22.7,32.3,41.9,56.6,16.9,24.5,2.4,61.8,35.8,6.3,7.8,2.8,1.3,5,2.4,36,554,14.3,359.6,0.9,10.2,59,769.6,220.6,58.6,14.1,0,54.1,0.9,4.4,6.2,48
00BDGH,E05000527,St Margarets and North Twickenham,Richmond upon Thames,85.4,11800,2750,8000,1100,23.1,67.7,9.2,35.3,36,2,5775,12.3,23.3,4.8,88.3,85.2,85.8,78.8,0.6,4,6200,80.8,12.2,600000,225,52870,4744,9.4,23.7,25.8,40.6,68.3,4,25.3,2.1,61.8,36.1,4.3,3.4,1.4,0.8,2.9,2,32.9,615,0,369.3,0.6,6.6,62.6,759.7,215.8,58.3,11.5,0.4,23.6,1.1,3.1,6.1,45.2
00BDGJ,E05000528,South Richmond,Richmond upon Thames,84,11100,1900,7600,1550,17.1,68.7,14.2,38.7,37,2.7,4092.6,13.1,33,8.5,68.6,81.5,86,128.8,1.8,4,5715,76,29.4,655000,248,52690,5476,7.5,12.2,21,59.4,51.5,13.9,32.7,1.5,59.4,39.2,4.7,6.2,1.7,1.1,4,1.4,30.8,584,14.3,361.4,1,7.1,63.6,666.6,197.9,110.7,22.1,0.3,47.4,0.9,4.2,3.8,43.8
00BDGK,E05000529,South Twickenham,Richmond upon Thames,85.6,10100,2000,6900,1200,19.6,68.6,11.8,36.6,36,1.7,5970.6,9.7,18.8,4,67.2,83.7,87.3,75,0.7,3,5458,76.8,13.9,555500,196,51380,4153,6.3,24.3,35.8,32.8,70.5,6.6,21.3,3.7,60.7,35.5,4.6,4,1.9,0.9,3.3,1.3,31.8,617,0,375.6,0.4,6.4,55.3,813.8,227.1,35.3,9,0.2,26.7,1.1,3.5,5.9,40.4
00BDGL,E05000530,Teddington,Richmond upon Thames,83.3,10550,2050,6900,1600,19.3,65.5,15.2,39,39,4.3,2453.5,8.9,17.8,4.1,59.6,80.9,85.5,138.6,1,4,5564,79.9,14.7,499950,190,50600,4792,7.2,20.5,26.3,46.1,66.3,8.5,23.5,3.3,61.7,34.9,5.2,5,2.2,1,4.3,1.2,25.8,618,0,378.2,0.5,7.7,58.5,797.2,223.6,46.4,10.1,0.3,64,1.1,3.2,5.5,44.6
00BDGM,E05000531,Twickenham Riverside,Richmond upon Thames,82.9,10650,2000,7250,1350,19,68.1,12.9,38.2,37,2,5325,10.3,26.8,7.2,66.1,81.7,83.8,103.7,1.6,1,5916,80.7,17.1,458725,212,51350,5057,4.6,14,20.6,60.2,57.5,6.2,34.3,5.1,60.2,34.7,3.9,4.1,1.6,0.9,3.1,1.5,38.2,601,0,366.1,0.8,6.2,63.8,806.1,219.9,66.7,20.2,0.2,37.8,0.9,4.5,4.8,41.7
00BDGN,E05000532,West Twickenham,Richmond upon Thames,83.6,10750,2400,6950,1350,22.5,64.8,12.7,36.8,37,2.5,4280,16,21.1,4.4,77.3,79.4,88.6,93,0.4,4,5568,79.5,13.2,450000,217,45040,4366,3.4,30.3,41.2,25.1,71.7,11.5,15.3,1.1,88.9,10,6.4,6.2,2.7,1.1,6.5,2.5,27.7,569,14.3,333.9,0.6,13.4,45.1,726,209.5,55.2,13.6,0.2,45.6,1.1,2.7,6.2,37.4
00BDGP,E05000533,Whitton,Richmond upon Thames,82.6,10050,1900,6300,1800,19.1,62.9,17.9,39.5,39,1.6,6250,21.5,23.3,6.7,62,80.2,85,104.8,0.9,1,4802,76.5,18.1,420000,156,42230,3904,8.1,46,23.7,22.3,73.7,9.8,14.7,4.1,85.4,10.5,7,5.5,2.3,1.1,7.4,2.4,35.9,565,16.7,341,0.9,17,36.9,722.2,205.2,49.6,13.3,0.1,21.2,1.2,2.4,5.4,39.4
00BEGC,E05000534,Brunswick Park,Southwark,80.2,13600,2700,9900,950,19.8,73.1,7.1,33.4,32,0.9,14833.3,53.3,40.6,10.7,72.9,76.6,84.1,128.7,0.6,2,6446,66.8,56.7,346500,162,36310,5365,1.8,4.8,19.3,74.1,30.1,46.6,20.5,40.8,55.4,3.8,14.1,16.3,5,4,22.5,6,41.3,201,100,315.9,1.3,15.2,41.5,639.9,203.4,104.8,33.6,0.5,7,0.5,4.1,10.3,37
00BEGD,E05000535,Camberwell Green,Southwark,77.4,15950,3400,11450,1100,21.3,71.7,7,33.5,32,1,15450,61.1,46.8,13.4,65.3,74.3,80.9,145.9,1,3,6937,64.6,75.1,310000,113,31840,6264,1.1,2.3,6.9,89.6,15.4,63.5,18.5,55.7,42.9,1.4,16.2,20.9,6,4.6,23.5,7,38.1,133,100,304.4,1.1,19.3,34.3,628.4,203.7,111.2,37.1,0.2,1.6,0.4,5.6,7.5,33.9
00BEGE,E05000536,Cathedrals,Southwark,79.9,17250,1700,14350,1200,9.9,83.1,7,33.5,29,1.8,9027.8,38.4,40,10.4,34.6,76,84.5,233.1,3.7,9,7697,62.9,50.7,580000,201,40430,6528,1,1.9,8.3,88.9,24,42.8,28.7,32.3,50.4,17.3,12.5,13.3,4.6,3.5,25.6,4,43.5,250,100,312.8,1.5,12.7,45.8,602.1,194.8,184.9,32.3,0.4,15.7,0.4,8,7.5,30
00BEGF,E05000537,Chaucer,Southwark,82.1,16200,2300,13050,850,14.3,80.5,5.2,31.6,29,0.8,19750,49.9,45.2,13.3,34.9,80.9,83.7,132.8,1.5,6,8056,66.4,65.4,442000,187,37780,6439,0.5,0.9,3,95.6,21.4,43.3,29.7,40.3,50.7,9,10.1,12.6,3.3,3.3,24.3,5.5,46,280,88.9,318.3,1.1,11.3,48.8,628.9,202.6,114.4,29.4,0.9,5.6,0.4,7.2,7,34.2
00BEGG,E05000538,College,Southwark,83.4,11900,2450,8000,1400,20.6,67.4,12,36.7,36,3.2,3687.5,36.6,30.7,5.3,77.4,80.2,86.6,108.6,0.6,5,5705,71.1,25.1,350000,205,42600,5157,10,10.7,12.7,66.6,49.5,27.2,20.6,32.6,50.2,17.2,12.2,11.9,4.9,2.9,16.1,6,48.9,297,85.7,324,1,13.6,48.7,627.9,207.2,73.3,16.6,0.3,43.7,0.8,3.4,5.4,40.6
00BEGH,E05000539,East Dulwich,Southwark,82.3,12400,2500,8800,1150,20,70.9,9.1,35.6,35,1,12250,28.2,25.9,5.6,87.9,79.1,85.2,106.2,0.5,2,7196,79.2,21.1,572500,262,48670,5503,2.2,13.3,35.5,48.9,52.3,20.3,25.8,25.5,71.2,3.3,8.8,7.9,3.9,1.9,10.4,2.6,38.1,390,85.7,333.7,1.1,12.3,56.5,669.7,210.5,60.3,15.6,0,0.7,0.7,4.1,8.9,40.7
00BEGJ,E05000540,East Walworth,Southwark,80.4,13850,2450,10300,1100,17.8,74.4,7.8,33.3,30,1.1,11545.5,51.8,43.8,13.7,53,77.5,83.2,206.5,2.2,3,5291,62.5,65,315000,98,31010,4807,1.6,3.2,12.2,82.9,15.7,53.9,27.1,48.4,50.1,1.5,16.2,17,5,4.1,26.5,7.4,42.6,82,100,319.5,1.4,20.8,32.4,594.9,193.6,159.3,44.6,0.8,24.1,0.4,5.8,7,34.5
00BEGK,E05000541,Faraday,Southwark,81.6,13050,3000,9100,1000,23,69.5,7.5,32.8,31,0.9,14333.3,60.7,45.9,14.6,87.5,79.3,84,122.5,0.8,3,5581,62.3,67.7,315000,83,30760,5097,0.8,1.8,8.4,89.1,13.6,68.4,16.7,61.2,38.3,0.5,13.9,19.3,5,4.9,24,8.8,44.3,148,100,319.9,1.2,21.8,28.6,651.6,206.7,97.4,30,1.7,30,0.4,4.7,6.9,31.2
00BEGL,E05000542,Grange,Southwark,78.6,17600,2500,14100,1000,14.1,80.2,5.7,32.7,30,1.2,13750,39.1,38.3,10.8,35,75.4,82.2,198.7,1.5,2,8428,69.1,67.5,500000,320,38500,7442,0.7,1.7,6.6,90.8,21.9,45,29.8,37.7,54.2,8.1,13.1,14.8,4.7,3.1,30.8,5.4,48.9,210,87.5,322.1,1.4,15.7,46.3,639.1,200.9,106.2,25.5,0.5,4.5,0.4,5.1,7.1,29.6
00BEGM,E05000543,Livesey,Southwark,81.8,15000,3450,10300,1300,22.9,68.5,8.6,33.3,31,1.4,10357.1,62.2,44.3,11.9,67.2,78.6,85,148.5,0.7,5,5742,60.3,65.4,289995,101,28880,5612,2.5,4.7,15.2,77.3,15.7,66.9,14.5,46.9,53.1,0,19.8,22.2,6.5,5.3,26.1,9.8,46.8,81,100,314.3,1.3,23.8,27.9,629.1,200.1,98.2,31.9,1,4.5,0.4,4.3,4.9,33.8
00BEGN,E05000544,Newington,Southwark,81.1,15500,2600,11650,1250,16.9,75.1,8,34.1,31,0.8,18562.5,48.2,42.5,13.6,50,78.9,83,176,1.4,4,6957,66.3,64.1,380000,141,34190,6481,0.9,2.8,12.9,83.3,21.9,54.2,21.3,46.3,51.2,2.5,15.6,18.8,5.6,4.2,26.5,7.1,45,167,100,320,1.3,19.4,37.5,666.6,206.6,110.4,31.7,0.3,3.7,0.4,5.8,8.7,36.4
00BEGP,E05000545,Nunhead,Southwark,77.7,13850,2850,9750,1250,20.7,70.3,9,34.8,33,1.3,10538.5,55.5,39,9.1,87.5,76.5,78.7,149.2,0.5,2,6328,65,51.1,356250,171,33540,5748,3.2,7.1,30.9,58.6,30.8,47.4,18.9,43.3,56.2,0.5,22,20.2,8,4.8,26,7.2,45.1,93,100,325.3,1,21.1,34.8,627.7,203.4,68.7,23.8,0.7,20.1,0.5,4.8,7.4,34.5
00BEGQ,E05000546,Peckham,Southwark,78.5,15350,3650,10600,1100,23.7,69.1,7.2,32.2,30,0.9,16666.7,70.8,47.6,12.3,75.8,76.1,80.7,144.6,0.6,1,6258,61.2,62.9,285000,147,30030,5536,2.6,6.7,18,72.6,18.8,59.4,17.4,45.9,53.9,0.2,19.6,20.7,6.1,5.6,25.3,10.3,46.7,125,100,321,1,19.6,30.6,652.2,202.1,95.7,32.7,0.6,7,0.5,4.1,5,33.9
00BEGR,E05000547,Peckham Rye,Southwark,81.9,13550,2950,9450,1150,21.7,69.8,8.5,34.5,34,2.3,5847.8,35.8,28.8,5.9,79.2,80,83.8,88.8,0.3,2,7263,74.9,23,421000,241,42820,5835,2.3,13.6,23.3,60.7,46.7,25.3,25.6,31.5,65.3,3.1,12.4,11.6,4.6,2.8,17.4,5.2,43.8,307,85.7,330.4,0.8,13.8,49.7,667.9,206.4,56.5,15.9,0.1,45.7,0.7,3.5,9.2,39.9
00BEGS,E05000548,Riverside,Southwark,81.7,16600,2250,13300,1050,13.6,80.1,6.4,34.3,32,1.3,11923.1,31.2,40.5,12.7,43.5,79.6,83.9,133.2,1,3,8745,74.9,65.8,585000,299,43110,7585,0.5,1.2,5.2,92.7,28.7,34.3,32.3,29.9,44.7,25.4,10.4,11.3,3.2,2,25.3,4.1,52,285,71.4,298.5,1.6,13.5,54.9,610,194.8,101.9,20.8,0.3,23.2,0.5,4.4,5.5,30.5
00BEGT,E05000549,Rotherhithe,Southwark,80.3,15050,2650,11350,1050,17.7,75.4,6.9,33.2,31,1.5,9600,40.9,43.4,15.2,57.7,78.1,82.5,136.3,0.7,1,7175,69.3,76.5,421800,185,36970,6173,1.3,4.5,13.6,80.6,24.3,45.6,25.7,34,60.1,5.9,14.6,14.8,4.4,2.9,27.4,6.9,50.2,236,87.5,312.4,1,17.5,43,680.5,211.6,97.5,25.6,0.6,34.1,0.5,5.3,5.4,31
00BEGU,E05000550,South Bermondsey,Southwark,81.5,14400,2850,10500,1050,19.8,72.9,7.4,33.1,31,1,14050,44.8,41.1,14.6,58.7,78.3,84.6,119.3,0.5,0,6452,64.8,57.2,288025,112,31150,5808,1.9,4.9,16.4,76.8,21.2,52.3,21.8,40.1,59.4,0.5,16.4,18,5.7,3.5,26.8,8.2,48.7,128,100,310.2,1.4,21.9,30.9,622.1,201,103.3,28.6,0.3,3,0.5,3.7,6.3,30.4
00BEGW,E05000551,South Camberwell,Southwark,83.8,13200,2550,9700,950,19.2,73.5,7.3,33.3,32,1.3,9884.6,44.1,35.8,7.7,65.7,79.7,87.6,86.7,0.6,1,6543,70.7,30.4,396089,184,41130,5213,2.2,10.9,16.6,70.3,39.7,37.9,20.2,39.7,54.7,5.6,10.8,11.7,3.9,3,15.2,5.8,39.6,318,87.5,325.4,0.9,12.4,49,675.8,211.2,52.2,15.8,0.5,19.9,0.6,4.6,8.8,38.4
00BEGX,E05000552,Surrey Docks,Southwark,80.4,15400,1950,12500,950,12.7,81.1,6.1,33.9,32,1.9,7605.3,30.9,42.7,15.4,42.9,78.5,82.4,81,0.2,3,8567,77.7,54.8,415000,289,45410,6298,1.6,7.6,20.8,68.8,38.4,23.9,35,6.5,78,15.5,7.2,8,2.3,1.7,16.7,3.5,40.9,388,50,319,1.4,11.8,56,679.7,213.8,53.7,11,0.3,40.3,0.6,2.9,6.3,29.7
